Location,District,Date,Latitude,Longitude,AQI,PM 2.5 AVG (µg/m³),PM 10 AVG (µg/m³),REL HUMI (%),TEMPERATURE (°C),Week,Year,Month
Anadapuri Playground,North 24 Pgs.,8/31/2025,22.762825,88.37412,54.91666667,30.58041667,54.96333333,76.57833333,34.38583333,35,2025,August
Anadapuri Playground,North 24 Pgs.,9/1/2025,22.762825,88.37412,69.41666667,39.2025,69.73875,75.8975,34.39833333,36,2025,September
Anadapuri Playground,North 24 Pgs.,9/2/2025,22.762825,88.37412,36.45833333,21.11375,36.39916667,85.59791667,29.70375,36,2025,September
Anadapuri Playground,North 24 Pgs.,9/3/2025,22.762825,88.37412,33.5,19.49625,33.57875,86.21708333,29.8725,36,2025,September
Anadapuri Playground,North 24 Pgs.,9/4/2025,22.762825,88.37412,41.375,23.60125,41.385,83.39875,30.71666667,36,2025,September
Anadapuri Playground,North 24 Pgs.,9/5/2025,22.762825,88.37412,59.04166667,32.98833333,58.99208333,78.60625,32.77458333,36,2025,September
Anadapuri Playground,North 24 Pgs.,9/6/2025,22.762825,88.37412,69.375,38.10541667,69.43958333,75.50166667,35.24416667,36,2025,September
Anadapuri Playground,North 24 Pgs.,9/7/2025,22.762825,88.37412,64.83333333,36.67208333,64.89166667,75.65625,33.12875,36,2025,September
Anadapuri Playground,North 24 Pgs.,9/8/2025,22.762825,88.37412,50.375,27.39541667,50.335,74.60791667,35.29583333,37,2025,September
Anadapuri Playground,North 24 Pgs.,9/9/2025,22.762825,88.37412,53.58333333,29.48375,53.6025,74.79291667,34.72333333,37,2025,September
Anadapuri Playground,North 24 Pgs.,9/10/2025,22.762825,88.37412,52.125,29.19875,52.01541667,75.11541667,34.42541667,37,2025,September
Anadapuri Playground,North 24 Pgs.,9/11/2025,22.762825,88.37412,49,27.43041667,48.93333333,76.22291667,34.37041667,37,2025,September
Anadapuri Playground,North 24 Pgs.,9/12/2025,22.762825,88.37412,44.83333333,25.4725,44.9075,80.02208333,32.65083333,37,2025,September
Anadapuri Playground,North 24 Pgs.,9/13/2025,22.762825,88.37412,42.16666667,23.27041667,42.17125,78.29291667,34.0875,37,2025,September
Anadapuri Playground,North 24 Pgs.,9/14/2025,22.762825,88.37412,45.54166667,25.49625,45.46875,85.20833333,31.27541667,37,2025,September
Anadapuri Playground,North 24 Pgs.,9/15/2025,22.762825,88.37412,43.16666667,24.77625,43.1875,86.44458333,31.13458333,38,2025,September
Anadapuri Playground,North 24 Pgs.,9/16/2025,22.762825,88.37412,48.41666667,27.8375,48.49458333,86.70041667,31.0825,38,2025,September
Anadapuri Playground,North 24 Pgs.,9/17/2025,22.762825,88.37412,47.29166667,27.3225,47.34791667,82.08041667,32.16375,38,2025,September
Anadapuri Playground,North 24 Pgs.,9/18/2025,22.762825,88.37412,48.375,27.51666667,48.31541667,76.09458333,34.49916667,38,2025,September
Anadapuri Playground,North 24 Pgs.,9/19/2025,22.762825,88.37412,70.66666667,40.13583333,70.53,80.44875,33.07458333,38,2025,September
Anadapuri Playground,North 24 Pgs.,9/20/2025,22.762825,88.37412,73.41666667,41.71791667,73.39291667,84.06416667,32.96,38,2025,September
Anadapuri Playground,North 24 Pgs.,9/21/2025,22.762825,88.37412,82.20833333,47.39833333,82.20708333,77.89666667,32.195,38,2025,September
Anadapuri Playground,North 24 Pgs.,9/22/2025,22.762825,88.37412,64.45833333,36.735,64.52708333,83.98583333,31.84208333,39,2025,September
Anadapuri Playground,North 24 Pgs.,9/23/2025,22.762825,88.37412,48,27.86708333,47.99833333,86.83375,29.96416667,39,2025,September
Anadapuri Playground,North 24 Pgs.,9/24/2025,22.762825,88.37412,50.45833333,29.40791667,50.45041667,80.2125,31.2275,39,2025,September
Anadapuri Playground,North 24 Pgs.,9/25/2025,22.762825,88.37412,48.375,27.87708333,48.43833333,79.42958333,32.32791667,39,2025,September
Anadapuri Playground,North 24 Pgs.,9/26/2025,22.762825,88.37412,40.66666667,22.89375,40.61125,82.42208333,33.59875,39,2025,September
Anadapuri Playground,North 24 Pgs.,9/27/2025,22.762825,88.37412,37.83333333,21.88083333,37.83666667,80.96375,32.12208333,39,2025,September
Anadapuri Playground,North 24 Pgs.,9/28/2025,22.762825,88.37412,40.58333333,22.65916667,40.56708333,77.06125,33.71916667,39,2025,September
Anadapuri Playground,North 24 Pgs.,9/29/2025,22.762825,88.37412,51.95833333,29.36375,52.09666667,77.59041667,33.33416667,40,2025,September
Anadapuri Playground,North 24 Pgs.,9/30/2025,22.762825,88.37412,53,30.39333333,53.00708333,76.30625,34.21708333,40,2025,September
Anadapuri Playground,North 24 Pgs.,10/1/2025,22.762825,88.37412,45.79166667,25.79083333,45.86583333,80.03458333,32.53416667,40,2025,October
Anadapuri Playground,North 24 Pgs.,10/2/2025,22.762825,88.37412,31.125,18.49375,31.13583333,89.79083333,28.35666667,40,2025,October
Anadapuri Playground,North 24 Pgs.,10/3/2025,22.762825,88.37412,37.95833333,22.07041667,37.93458333,90.18291667,30.45791667,40,2025,October
Anadapuri Playground,North 24 Pgs.,10/4/2025,22.762825,88.37412,41.75,23.9275,41.80083333,84.88041667,31.56916667,40,2025,October
Anadapuri Playground,North 24 Pgs.,10/5/2025,22.762825,88.37412,41.16666667,23.75208333,41.14875,85.50291667,30.31833333,40,2025,October
Anadapuri Playground,North 24 Pgs.,10/6/2025,22.762825,88.37412,63.75,36.545,63.7825,84.81,30.24958333,41,2025,October
Anadapuri Playground,North 24 Pgs.,10/7/2025,22.762825,88.37412,65.66666667,37.72916667,65.70875,81.30416667,32.33875,41,2025,October
Anadapuri Playground,North 24 Pgs.,10/8/2025,22.762825,88.37412,72.875,41.6325,72.8825,84.47708333,32.17166667,41,2025,October
Anadapuri Playground,North 24 Pgs.,10/9/2025,22.762825,88.37412,76.25,44.23375,76.25208333,82.37916667,30.29583333,41,2025,October
Anadapuri Playground,North 24 Pgs.,10/10/2025,22.762825,88.37412,70.20833333,40.5875,70.29375,83.43333333,30.09083333,41,2025,October
Anadapuri Playground,North 24 Pgs.,10/11/2025,22.762825,88.37412,62.95833333,35.45375,62.97291667,77.18791667,32.64875,41,2025,October
Anadapuri Playground,North 24 Pgs.,10/12/2025,22.762825,88.37412,70.66666667,39.96916667,70.56666667,75.00958333,31.17708333,41,2025,October
Anadapuri Playground,North 24 Pgs.,10/13/2025,22.762825,88.37412,73.33333333,41.27208333,73.2575,71.94791667,32.40083333,42,2025,October
Anadapuri Playground,North 24 Pgs.,10/14/2025,22.762825,88.37412,76.95833333,42.97208333,76.94375,72.82833333,31.69916667,42,2025,October
Anadapuri Playground,North 24 Pgs.,10/15/2025,22.762825,88.37412,77.25,43.47208333,77.3075,70.48,31.355,42,2025,October
Anadapuri Playground,North 24 Pgs.,10/16/2025,22.762825,88.37412,77.79166667,43.92083333,77.75708333,68.6775,30.58916667,42,2025,October
Anadapuri Playground,North 24 Pgs.,10/17/2025,22.762825,88.37412,87.16666667,49.75333333,87.41333333,70.83583333,30.66916667,42,2025,October
Anadapuri Playground,North 24 Pgs.,10/18/2025,22.762825,88.37412,81.08333333,45.69875,81.13375,71.95166667,32.13625,42,2025,October
Anadapuri Playground,North 24 Pgs.,10/19/2025,22.762825,88.37412,76.66666667,42.87458333,77.16791667,74.06458333,33.01541667,42,2025,October
Anadapuri Playground,North 24 Pgs.,10/20/2025,22.762825,88.37412,103.4166667,54.16,95.09166667,74.3225,32.56666667,43,2025,October
Anadapuri Playground,North 24 Pgs.,10/21/2025,22.762825,88.37412,116.1666667,61.85791667,108.2891667,70.30125,31.99958333,43,2025,October
Anadapuri Playground,North 24 Pgs.,10/22/2025,22.762825,88.37412,114.0416667,62.72375,110.0370833,72.205,32.10916667,43,2025,October
Anadapuri Playground,North 24 Pgs.,10/23/2025,22.762825,88.37412,91,51.19708333,90.53458333,70.02125,32.34458333,43,2025,October
Anadapuri Playground,North 24 Pgs.,10/24/2025,22.762825,88.37412,95,53.31166667,94.42375,69.21625,32.55541667,43,2025,October
Anadapuri Playground,North 24 Pgs.,10/25/2025,22.762825,88.37412,114.9166667,61.27208333,110.2058333,70.33041667,32.00791667,43,2025,October
Anadapuri Playground,North 24 Pgs.,10/26/2025,22.762825,88.37412,102.25,56.32375,100.0416667,74.98041667,31.68125,43,2025,October
Anadapuri Playground,North 24 Pgs.,10/27/2025,22.762825,88.37412,92.75,52.38208333,92.45583333,73.90083333,32.49625,44,2025,October
Anadapuri Playground,North 24 Pgs.,10/28/2025,22.762825,88.37412,75.66666667,43.07166667,76.24,76.415,32.34208333,44,2025,October
Anadapuri Playground,North 24 Pgs.,10/29/2025,22.762825,88.37412,43.125,24.54958333,43.17666667,89.54125,28.91833333,44,2025,October
Anadapuri Playground,North 24 Pgs.,10/30/2025,22.762825,88.37412,39.875,23.0875,39.82791667,84.17166667,29.67291667,44,2025,October
Anadapuri Playground,North 24 Pgs.,10/31/2025,22.762825,88.37412,49.91666667,28.62458333,49.89,79.65791667,31.04916667,44,2025,October
Anadapuri Playground,North 24 Pgs.,11/1/2025,22.762825,88.37412,55.16666667,31.18,55.14666667,80.90958333,32.00083333,44,2025,November
Anadapuri Playground,North 24 Pgs.,11/2/2025,22.762825,88.37412,39.54166667,22.99041667,39.40041667,80.50166667,27.19875,44,2025,November
Anadapuri Playground,North 24 Pgs.,11/3/2025,22.762825,88.37412,87.95833333,47.81041667,83.50583333,72.58333333,28.69625,45,2025,November
Anadapuri Playground,North 24 Pgs.,11/4/2025,22.762825,88.37412,182.2083333,84.67458333,147.2683333,76.57458333,28.0325,45,2025,November
Anadapuri Playground,North 24 Pgs.,11/5/2025,22.762825,88.37412,168.4166667,80.50291667,140.3570833,74.33041667,28.44375,45,2025,November
Anadapuri Playground,North 24 Pgs.,11/6/2025,22.762825,88.37412,151.7916667,74.655,131.3929167,73.77541667,30.5925,45,2025,November
Anadapuri Playground,North 24 Pgs.,11/7/2025,22.762825,88.37412,123,65.88333333,115.7270833,72.32541667,31.3975,45,2025,November
Anadapuri Playground,North 24 Pgs.,11/8/2025,22.762825,88.37412,74.16666667,41.92833333,74.18791667,60.785,28.73416667,45,2025,November
Anadapuri Playground,North 24 Pgs.,11/9/2025,22.762825,88.37412,84.75,47.81333333,84.69166667,60.4975,27.84875,45,2025,November
Anadapuri Playground,North 24 Pgs.,11/10/2025,22.762825,88.37412,105.0416667,58.92875,103.8845833,65.74708333,27.01083333,46,2025,November
Anadapuri Playground,North 24 Pgs.,11/11/2025,22.762825,88.37412,102.2916667,57.47916667,101.5204167,62.72833333,26.56833333,46,2025,November
Anadapuri Playground,North 24 Pgs.,11/12/2025,22.762825,88.37412,120.9583333,65.95875,114.94875,63.3725,25.00666667,46,2025,November
Anadapuri Playground,North 24 Pgs.,11/13/2025,22.762825,88.37412,113.625,63.14541667,109.9254167,65.7225,25.76208333,46,2025,November
Anadapuri Playground,North 24 Pgs.,11/14/2025,22.762825,88.37412,100.5833333,57.125,99.675,67.10958333,26.08583333,46,2025,November
Anadapuri Playground,North 24 Pgs.,11/15/2025,22.762825,88.37412,87.91666667,50.42708333,87.78541667,66.39666667,26.05791667,46,2025,November
Anadapuri Playground,North 24 Pgs.,11/16/2025,22.762825,88.37412,109,60.55875,106.3954167,67.39875,25.775,46,2025,November
Anadapuri Playground,North 24 Pgs.,11/17/2025,22.762825,88.37412,102.25,56.795,99.85333333,68.06125,25.91125,47,2025,November
Anadapuri Playground,North 24 Pgs.,11/18/2025,22.762825,88.37412,96.16666667,52.58875,94.255,67.2225,27.53625,47,2025,November
Anadapuri Playground,North 24 Pgs.,11/19/2025,22.762825,88.37412,87,47.66083333,84.075,65.75208333,27.49,47,2025,November
Anadapuri Playground,North 24 Pgs.,11/20/2025,22.762825,88.37412,114.6666667,59.51833333,106.3245833,65.29458333,27.7625,47,2025,November
Anadapuri Playground,North 24 Pgs.,11/21/2025,22.762825,88.37412,138.5,70.71958333,123.79375,66.72541667,26.74416667,47,2025,November
Anadapuri Playground,North 24 Pgs.,11/22/2025,22.762825,88.37412,169.4166667,80.67541667,141.22875,70.36541667,25.58333333,47,2025,November
Anadapuri Playground,North 24 Pgs.,11/23/2025,22.762825,88.37412,167.0416667,79.81625,139.4629167,71.14083333,25.74541667,47,2025,November
Anadapuri Playground,North 24 Pgs.,11/24/2025,22.762825,88.37412,155.5,76.64333333,133.5791667,68.60208333,24.78458333,48,2025,November
Anadapuri Playground,North 24 Pgs.,11/25/2025,22.762825,88.37412,157.4166667,77.2425,135.1154167,64.87166667,24.8225,48,2025,November
Anadapuri Playground,North 24 Pgs.,11/26/2025,22.762825,88.37412,134.75,70.035,122.0954167,63.09666667,23.54333333,48,2025,November
Anadapuri Playground,North 24 Pgs.,11/27/2025,22.762825,88.37412,119.0833333,62.48875,110.0941667,70.31791667,26.35791667,48,2025,November
Anadapuri Playground,North 24 Pgs.,11/28/2025,22.762825,88.37412,128.25,64.83291667,114.0958333,69.69083333,25.90916667,48,2025,November
Anadapuri Playground,North 24 Pgs.,11/29/2025,22.762825,88.37412,118.4166667,63.09375,110.6925,69.83541667,25.13291667,48,2025,November
Anadapuri Playground,North 24 Pgs.,11/30/2025,22.762825,88.37412,144.4583333,72.53375,127.0266667,70.05125,26.10958333,48,2025,November
Anadapuri Playground,North 24 Pgs.,12/1/2025,22.762825,88.37412,183,84.79,147.97,89.17,19.5,49,2025,December
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,8/31/2025,22.8397467,88.621205,47.54166667,25.42416667,47.52166667,80.09333333,31.6875,35,2025,August
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/1/2025,22.8397467,88.621205,62.91666667,33.85125,62.87541667,81.00541667,32.14333333,36,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/2/2025,22.8397467,88.621205,38.79166667,20.64708333,38.80166667,92.30791667,28.36958333,36,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/3/2025,22.8397467,88.621205,36.875,19.66208333,36.87958333,91.76583333,28.29625,36,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/4/2025,22.8397467,88.621205,41.83333333,22.32375,41.82666667,87.575,29.83958333,36,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/5/2025,22.8397467,88.621205,53.54166667,28.88791667,53.5175,82.84958333,31.14458333,36,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/6/2025,22.8397467,88.621205,63.83333333,34.0475,63.82041667,78.23541667,32.03833333,36,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/7/2025,22.8397467,88.621205,57.875,31.05041667,57.79291667,77.14541667,31.98416667,36,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/8/2025,22.8397467,88.621205,58.70833333,30.38875,58.69291667,74.7125,32.5075,37,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/9/2025,22.8397467,88.621205,64.625,33.72041667,64.62375,75.66625,32.29625,37,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/10/2025,22.8397467,88.621205,63,32.97083333,63.0325,75.38708333,32.51958333,37,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/11/2025,22.8397467,88.621205,61.83333333,32.23833333,61.89708333,78.54041667,32.22541667,37,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/12/2025,22.8397467,88.621205,55.5,28.96625,55.56875,83.5025,31.14375,37,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/13/2025,22.8397467,88.621205,47.20833333,25.47208333,47.20916667,83.28875,31.02541667,37,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/14/2025,22.8397467,88.621205,48.75,26.19416667,48.77375,89.87458333,29.37333333,37,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/15/2025,22.8397467,88.621205,52.81818182,28.49818182,52.68318182,92.73590909,28.56863636,38,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/16/2025,22.8397467,88.621205,52.16666667,28.28791667,52.1225,91.87125,28.31125,38,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/17/2025,22.8397467,88.621205,54.41666667,29.45708333,54.33375,86.8025,30.04833333,38,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/18/2025,22.8397467,88.621205,61.54166667,33.44541667,61.4925,80.3125,31.72166667,38,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/19/2025,22.8397467,88.621205,78.75,43.46958333,78.73875,86.32916667,31.00125,38,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/20/2025,22.8397467,88.621205,87.86956522,49.08434783,88.27304348,90.76434783,29.19478261,38,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/21/2025,22.8397467,88.621205,99.91666667,56.60291667,101.11,84.65541667,30.80708333,38,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/22/2025,22.8397467,88.621205,72.08333333,39.81541667,72.1075,88.5275,29.31625,39,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/23/2025,22.8397467,88.621205,55.66666667,30.525,55.61333333,91.74625,28.55208333,39,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/24/2025,22.8397467,88.621205,57.95833333,31.66,57.96125,82.70416667,30.83083333,39,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/25/2025,22.8397467,88.621205,58.66666667,31.61041667,58.61,83.88958333,30.74708333,39,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/26/2025,22.8397467,88.621205,53.625,26.98625,53.79166667,82.7675,31.06666667,39,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/27/2025,22.8397467,88.621205,50.08333333,26.72833333,50.11291667,80.77208333,31.58875,39,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/28/2025,22.8397467,88.621205,50.54166667,26.4875,50.54875,78.85458333,31.86583333,39,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/29/2025,22.8397467,88.621205,63.45833333,32.985,63.54708333,79.88416667,31.84208333,40,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,9/30/2025,22.8397467,88.621205,76.04166667,41.31666667,75.99166667,80.8,31.79208333,40,2025,September
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/1/2025,22.8397467,88.621205,59.20833333,31.23833333,59.31708333,83.43583333,30.44875,40,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/2/2025,22.8397467,88.621205,37.875,20.37041667,37.97458333,91.77625,28.51291667,40,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/3/2025,22.8397467,88.621205,49.83333333,26.77416667,49.79166667,94.81916667,28.03041667,40,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/4/2025,22.8397467,88.621205,53.58333333,28.87375,53.53125,89.255,29.63833333,40,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/5/2025,22.8397467,88.621205,48.45833333,26.21625,48.36166667,90.24916667,28.28083333,40,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/6/2025,22.8397467,88.621205,75.95833333,40.37,73.16,88.18666667,28.55791667,41,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/7/2025,22.8397467,88.621205,84.25,46.64833333,84.31708333,83.76,29.51333333,41,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/8/2025,22.8397467,88.621205,83.08333333,45.46666667,83.1975,88.19375,28.4925,41,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/9/2025,22.8397467,88.621205,92.04166667,51.28333333,92.32041667,87.49666667,28.80583333,41,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/10/2025,22.8397467,88.621205,83.375,46.32125,83.45208333,89.33125,28.18041667,41,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/11/2025,22.8397467,88.621205,71.16666667,39.45708333,71.25,84.86916667,29.07458333,41,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/12/2025,22.8397467,88.621205,78.625,43.18916667,78.64,79.43583333,30.07416667,41,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/13/2025,22.8397467,88.621205,92.83333333,51.88666667,93.3225,76.65291667,29.89208333,42,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/14/2025,22.8397467,88.621205,97.91666667,54.77666667,98.6975,75.19958333,29.6325,42,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/15/2025,22.8397467,88.621205,102.5,57.63458333,103.5554167,74.22291667,29.2825,42,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/16/2025,22.8397467,88.621205,105.5,58.86083333,106.3216667,74.25708333,28.98708333,42,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/17/2025,22.8397467,88.621205,112.4166667,62.18166667,111.9295833,74.80791667,29.61791667,42,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/18/2025,22.8397467,88.621205,108.7083333,59.85958333,107.7675,77.63333333,30.25208333,42,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/19/2025,22.8397467,88.621205,95.33333333,52.03833333,93.80625,77.42625,30.70041667,42,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/20/2025,22.8397467,88.621205,112.5,59.07666667,105.6691667,77.01333333,30.72083333,43,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/21/2025,22.8397467,88.621205,111.5833333,60.57291667,108.4329167,74.70625,30.43541667,43,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/22/2025,22.8397467,88.621205,108.375,59.07041667,106.25625,75.14458333,30.07166667,43,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/23/2025,22.8397467,88.621205,104.75,55.51375,99.87375,71.61458333,30.53291667,43,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/24/2025,22.8397467,88.621205,102.5416667,56.82208333,102.3583333,72.14083333,30.33208333,43,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/25/2025,22.8397467,88.621205,109.5416667,60.54541667,108.5720833,75.1,30.19,43,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/26/2025,22.8397467,88.621205,96.75,52.81666667,95.40083333,76.26583333,30.34041667,43,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/27/2025,22.8397467,88.621205,109.2083333,60.53458333,109.1558333,76.61416667,30.56875,44,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/28/2025,22.8397467,88.621205,85.79166667,47.32875,85.27416667,77.87583333,30.26958333,44,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/29/2025,22.8397467,88.621205,51.41666667,28.37166667,51.40041667,90.03833333,27.62916667,44,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/30/2025,22.8397467,88.621205,44.04166667,24.56166667,44.06916667,87.14875,28.6025,44,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,10/31/2025,22.8397467,88.621205,51.45833333,28.26666667,51.41,82.42541667,30.13291667,44,2025,October
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/1/2025,22.8397467,88.621205,61.625,33.89291667,61.61291667,83.65,29.7925,44,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/2/2025,22.8397467,88.621205,51.58333333,28.33541667,51.54875,82.92,27.1925,44,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/3/2025,22.8397467,88.621205,93.91666667,50.6875,90.76416667,76.31833333,27.52916667,45,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/4/2025,22.8397467,88.621205,192.4583333,87.73625,155.1741667,79.52208333,26.95375,45,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/5/2025,22.8397467,88.621205,186.2083333,85.83958333,151.555,74.45375,27.76833333,45,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/6/2025,22.8397467,88.621205,168.375,80.51,142.5058333,76.3175,28.27166667,45,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/7/2025,22.8397467,88.621205,151.9166667,75.6025,134.5054167,74.35041667,28.59458333,45,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/8/2025,22.8397467,88.621205,87.83333333,48.69375,88.14666667,63.52041667,27.08333333,45,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/9/2025,22.8397467,88.621205,85,47.18416667,85.65,63.56083333,25.6425,45,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/10/2025,22.8397467,88.621205,113.25,63.5825,113.8270833,69.5,25.47625,46,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/11/2025,22.8397467,88.621205,105.0833333,59.04916667,106.11875,66.59708333,24.79541667,46,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/12/2025,22.8397467,88.621205,131.125,69.38166667,124.1475,68.5575,23.85458333,46,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/13/2025,22.8397467,88.621205,128.5416667,68.30041667,122.0870833,68.99708333,24.08666667,46,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/14/2025,22.8397467,88.621205,112.9583333,61.75041667,110.7720833,70.33083333,23.96458333,46,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/15/2025,22.8397467,88.621205,105.3333333,59.39375,106.5691667,71.37125,24.395,46,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/16/2025,22.8397467,88.621205,107.125,59.67458333,107.1416667,70.51625,24.2,46,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/17/2025,22.8397467,88.621205,104.9583333,57.41791667,103.2770833,70.35666667,24.69291667,47,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/18/2025,22.8397467,88.621205,83.54166667,46.44291667,83.85791667,69.75083333,25.15541667,47,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/19/2025,22.8397467,88.621205,74.58333333,41.26666667,74.61458333,67.46333333,25.73208333,47,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/20/2025,22.8397467,88.621205,84.58333333,46.96583333,84.74791667,68.2625,25.43333333,47,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/21/2025,22.8397467,88.621205,98.79166667,54.67375,98.30666667,70.45333333,24.735,47,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/22/2025,22.8397467,88.621205,129.7083333,67.63,120.585,72.30333333,24.2625,47,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/23/2025,22.8397467,88.621205,117.375,63.26333333,113.0220833,71.935,24.33041667,47,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/24/2025,22.8397467,88.621205,131.9166667,69.56541667,124.2016667,70.02083333,23.6925,48,2025,November
Ashoknagar-Kalyangarh Municipality,North 24 Pgs.,11/25/2025,22.8397467,88.621205,136.875,70.56041667,126.2108333,69.12208333,22.59541667,48,2025,November
